phil1id,source,phil2id,target
133,Baruch Spinoza,752,Stoics,
133,Baruch Spinoza,77,Maimonides,
133,Baruch Spinoza,778,Abraham ibn Ezra,
133,Baruch Spinoza,69,Avicenna,
133,Baruch Spinoza,563,Averroes,
133,Baruch Spinoza,35,Aristotle,
133,Baruch Spinoza,21,Democritus,
133,Baruch Spinoza,415,Lucretius,
133,Baruch Spinoza,45,Epicurus,
133,Baruch Spinoza,779,Niccolo Machiavelli,
133,Baruch Spinoza,120,Thomas Hobbes,
133,Baruch Spinoza,109,Giordano Bruno,
133,Baruch Spinoza,780,Franciscus van den Enden,
133,Baruch Spinoza,781,Menasseh Ben Israel,
766,Grotius,135,John Locke,
495,Descartes,135,John Locke,
794,Filmer,135,John Locke,
743,Pufendorf,135,John Locke,
447,Hobbes,135,John Locke,
135,John Locke,766,Grotius,
135,John Locke,495,Descartes,
135,John Locke,794,Filmer,
135,John Locke,743,Pufendorf,
135,John Locke,447,Hobbes,
118,René Descartes,137,Nicolas Malebranche,
682,St. Augustine,137,Nicolas Malebranche,
137,Nicolas Malebranche,118,René Descartes,
137,Nicolas Malebranche,682,St. Augustine,
495,Descartes,140,Pierre Bayle,
409,Spinoza,140,Pierre Bayle,
140,Pierre Bayle,495,Descartes,
140,Pierre Bayle,409,Spinoza,
809,Holy Scripture,141,Damaris Masham,
30,Plato,141,Damaris Masham,
35,Aristotle,141,Damaris Masham,
57,Plotinus,141,Damaris Masham,
60,Augustine of Hippo,141,Damaris Masham,
810,Scholasticism,141,Damaris Masham,
82,Thomas Aquinas,141,Damaris Masham,
96,Nicholas of Cusa,141,Damaris Masham,
738,Suárez,141,Damaris Masham,
109,Giordano Bruno,141,Damaris Masham,
495,Descartes,141,Damaris Masham,
447,Hobbes,141,Damaris Masham,
99,Pico della Mirandola,141,Damaris Masham,
811,Jakob Thomasius,141,Damaris Masham,
462,Gassendi,141,Damaris Masham,
812,Malebranche,141,Damaris Masham,
409,Spinoza,141,Damaris Masham,
813,Bossuet,141,Damaris Masham,
814,Pascal,141,Damaris Masham,
815,Huygens,141,Damaris Masham,
816,J. Bernoulli,141,Damaris Masham,
817,Weigel,141,Damaris Masham,
818,Thomasius,141,Damaris Masham,
819,G. Wagner,141,Damaris Masham,
820,Steno,141,Damaris Masham,
821,Llull,141,Damaris Masham,
822,Confucius,141,Damaris Masham,
141,Damaris Masham,809,Holy Scripture,
141,Damaris Masham,30,Plato,
141,Damaris Masham,35,Aristotle,
141,Damaris Masham,57,Plotinus,
141,Damaris Masham,60,Augustine of Hippo,
141,Damaris Masham,810,Scholasticism,
141,Damaris Masham,82,Thomas Aquinas,
141,Damaris Masham,96,Nicholas of Cusa,
141,Damaris Masham,738,Suárez,
141,Damaris Masham,109,Giordano Bruno,
141,Damaris Masham,495,Descartes,
141,Damaris Masham,447,Hobbes,
141,Damaris Masham,99,Pico della Mirandola,
141,Damaris Masham,811,Jakob Thomasius,
141,Damaris Masham,462,Gassendi,
141,Damaris Masham,812,Malebranche,
141,Damaris Masham,409,Spinoza,
141,Damaris Masham,813,Bossuet,
141,Damaris Masham,814,Pascal,
141,Damaris Masham,815,Huygens,
141,Damaris Masham,816,J. Bernoulli,
141,Damaris Masham,817,Weigel,
141,Damaris Masham,818,Thomasius,
141,Damaris Masham,819,G. Wagner,
141,Damaris Masham,820,Steno,
141,Damaris Masham,821,Llull,
141,Damaris Masham,822,Confucius,
135,John Locke,142,John Toland,
810,Scholasticism,143,Gottfried Wilhelm Leibniz,
738,Suárez,143,Gottfried Wilhelm Leibniz,
495,Descartes,143,Gottfried Wilhelm Leibniz,
447,Hobbes,143,Gottfried Wilhelm Leibniz,
811,Jakob Thomasius,143,Gottfried Wilhelm Leibniz,
812,Malebranche,143,Gottfried Wilhelm Leibniz,
409,Spinoza,143,Gottfried Wilhelm Leibniz,
813,Bossuet,143,Gottfried Wilhelm Leibniz,
814,Pascal,143,Gottfried Wilhelm Leibniz,
815,Huygens,143,Gottfried Wilhelm Leibniz,
817,Weigel,143,Gottfried Wilhelm Leibniz,
822,Confucius,143,Gottfried Wilhelm Leibniz,
143,Gottfried Wilhelm Leibniz,810,Scholasticism,
143,Gottfried Wilhelm Leibniz,738,Suárez,
143,Gottfried Wilhelm Leibniz,495,Descartes,
143,Gottfried Wilhelm Leibniz,447,Hobbes,
143,Gottfried Wilhelm Leibniz,811,Jakob Thomasius,
143,Gottfried Wilhelm Leibniz,812,Malebranche,
143,Gottfried Wilhelm Leibniz,409,Spinoza,
143,Gottfried Wilhelm Leibniz,813,Bossuet,
143,Gottfried Wilhelm Leibniz,814,Pascal,
143,Gottfried Wilhelm Leibniz,815,Huygens,
143,Gottfried Wilhelm Leibniz,817,Weigel,
143,Gottfried Wilhelm Leibniz,822,Confucius,
30,Plato,146,Giambattista Vico,
35,Aristotle,146,Giambattista Vico,
51,Cicero,146,Giambattista Vico,
852,Varro,146,Giambattista Vico,
684,Tacitus,146,Giambattista Vico,
682,St. Augustine,146,Giambattista Vico,
527,Duns Scotus,146,Giambattista Vico,
532,St. Thomas Aquinas,146,Giambattista Vico,
526,Dante,146,Giambattista Vico,
853,Machiavelli,146,Giambattista Vico,
738,Suárez,146,Giambattista Vico,
741,Selden,146,Giambattista Vico,
447,Hobbes,146,Giambattista Vico,
812,Malebranche,146,Giambattista Vico,
111,Francis Bacon,146,Giambattista Vico,
113,Hugo Grotius,146,Giambattista Vico,
743,Pufendorf,146,Giambattista Vico,
596,Leibniz,146,Giambattista Vico,
854,Herodotus,146,Giambattista Vico,
146,Giambattista Vico,30,Plato,
146,Giambattista Vico,35,Aristotle,
146,Giambattista Vico,51,Cicero,
146,Giambattista Vico,852,Varro,
146,Giambattista Vico,684,Tacitus,
146,Giambattista Vico,682,St. Augustine,
146,Giambattista Vico,527,Duns Scotus,
146,Giambattista Vico,532,St. Thomas Aquinas,
146,Giambattista Vico,526,Dante,
146,Giambattista Vico,853,Machiavelli,
146,Giambattista Vico,738,Suárez,
146,Giambattista Vico,741,Selden,
146,Giambattista Vico,447,Hobbes,
146,Giambattista Vico,812,Malebranche,
146,Giambattista Vico,111,Francis Bacon,
146,Giambattista Vico,113,Hugo Grotius,
146,Giambattista Vico,743,Pufendorf,
146,Giambattista Vico,596,Leibniz,
146,Giambattista Vico,854,Herodotus,
118,René Descartes,147,Bernard Mandeville,
733,William Petty,147,Bernard Mandeville,
147,Bernard Mandeville,118,René Descartes,
147,Bernard Mandeville,733,William Petty,
596,Leibniz,151,Christian Wolff,
871,Tschirnhaus,151,Christian Wolff,
495,Descartes,151,Christian Wolff,
35,Aristotle,151,Christian Wolff,
82,Thomas Aquinas,151,Christian Wolff,
738,Suárez,151,Christian Wolff,
151,Christian Wolff,596,Leibniz,
151,Christian Wolff,871,Tschirnhaus,
151,Christian Wolff,495,Descartes,
151,Christian Wolff,35,Aristotle,
151,Christian Wolff,82,Thomas Aquinas,
151,Christian Wolff,738,Suárez,
135,John Locke,152,George Berkeley,
138,Isaac Newton,152,George Berkeley,
137,Nicolas Malebranche,152,George Berkeley,
152,George Berkeley,135,John Locke,
152,George Berkeley,138,Isaac Newton,
152,George Berkeley,137,Nicolas Malebranche,
35,Aristotle,153,Montesquieu,
51,Cicero,153,Montesquieu,
120,Thomas Hobbes,153,Montesquieu,
685,Polybius,153,Montesquieu,
118,René Descartes,153,Montesquieu,
137,Nicolas Malebranche,153,Montesquieu,
882,Jean Bodin,153,Montesquieu,
135,John Locke,153,Montesquieu,
883,18th-century English constitution,153,Montesquieu,
153,Montesquieu,35,Aristotle,
153,Montesquieu,51,Cicero,
153,Montesquieu,120,Thomas Hobbes,
153,Montesquieu,685,Polybius,
153,Montesquieu,118,René Descartes,
153,Montesquieu,137,Nicolas Malebranche,
153,Montesquieu,882,Jean Bodin,
153,Montesquieu,135,John Locke,
153,Montesquieu,883,18th-century English constitution,
30,Plato,154,Joseph Butler,
120,Thomas Hobbes,154,Joseph Butler,
135,John Locke,154,Joseph Butler,
155,Francis Hutcheson,154,Joseph Butler,
154,Joseph Butler,30,Plato,
154,Joseph Butler,120,Thomas Hobbes,
154,Joseph Butler,135,John Locke,
154,Joseph Butler,155,Francis Hutcheson,
796,Shaftesbury,155,Francis Hutcheson,
51,Cicero,155,Francis Hutcheson,
135,John Locke,155,Francis Hutcheson,
155,Francis Hutcheson,796,Shaftesbury,
155,Francis Hutcheson,51,Cicero,
155,Francis Hutcheson,135,John Locke,
135,John Locke,157,David Hartley,
160,Thomas Reid,157,David Hartley,
138,Isaac Newton,157,David Hartley,
157,David Hartley,135,John Locke,
157,David Hartley,160,Thomas Reid,
157,David Hartley,138,Isaac Newton,
135,John Locke,158,Julien Offray de La Mettrie,
892,François-Joseph Hunauld,158,Julien Offray de La Mettrie,
893,Herman Boerhaave,158,Julien Offray de La Mettrie,
158,Julien Offray de La Mettrie,135,John Locke,
158,Julien Offray de La Mettrie,892,François-Joseph Hunauld,
457,Hume,160,Thomas Reid,
51,Cicero,160,Thomas Reid,
524,Aquinas,160,Thomas Reid,
795,Berkeley,160,Thomas Reid,
160,Thomas Reid,457,Hume,
160,Thomas Reid,51,Cicero,
160,Thomas Reid,524,Aquinas,
160,Thomas Reid,795,Berkeley,
152,George Berkeley,161,David Hume,
51,Cicero,161,David Hume,
120,Thomas Hobbes,161,David Hume,
155,Francis Hutcheson,161,David Hume,
135,John Locke,161,David Hume,
137,Nicolas Malebranche,161,David Hume,
138,Isaac Newton,161,David Hume,
162,Jean-Jacques Rousseau,161,David Hume,
169,Adam Smith,161,David Hume,
161,David Hume,152,George Berkeley,
161,David Hume,51,Cicero,
161,David Hume,120,Thomas Hobbes,
161,David Hume,155,Francis Hutcheson,
161,David Hume,135,John Locke,
161,David Hume,137,Nicolas Malebranche,
161,David Hume,138,Isaac Newton,
161,David Hume,162,Jean-Jacques Rousseau,
161,David Hume,169,Adam Smith,
30,Plato,162,Jean-Jacques Rousseau,
35,Aristotle,162,Jean-Jacques Rousseau,
853,Machiavelli,162,Jean-Jacques Rousseau,
418,Montaigne,162,Jean-Jacques Rousseau,
495,Descartes,162,Jean-Jacques Rousseau,
766,Grotius,162,Jean-Jacques Rousseau,
447,Hobbes,162,Jean-Jacques Rousseau,
409,Spinoza,162,Jean-Jacques Rousseau,
743,Pufendorf,162,Jean-Jacques Rousseau,
744,Locke,162,Jean-Jacques Rousseau,
153,Montesquieu,162,Jean-Jacques Rousseau,
918,Condillac,162,Jean-Jacques Rousseau,
803,Diderot,162,Jean-Jacques Rousseau,
159,Voltaire,162,Jean-Jacques Rousseau,
919,d'Alembert,162,Jean-Jacques Rousseau,
920,Mme d'Epinay,162,Jean-Jacques Rousseau,
162,Jean-Jacques Rousseau,30,Plato,
162,Jean-Jacques Rousseau,35,Aristotle,
162,Jean-Jacques Rousseau,853,Machiavelli,
162,Jean-Jacques Rousseau,418,Montaigne,
162,Jean-Jacques Rousseau,495,Descartes,
162,Jean-Jacques Rousseau,766,Grotius,
162,Jean-Jacques Rousseau,447,Hobbes,
162,Jean-Jacques Rousseau,409,Spinoza,
162,Jean-Jacques Rousseau,743,Pufendorf,
162,Jean-Jacques Rousseau,744,Locke,
162,Jean-Jacques Rousseau,153,Montesquieu,
162,Jean-Jacques Rousseau,918,Condillac,
162,Jean-Jacques Rousseau,803,Diderot,
162,Jean-Jacques Rousseau,159,Voltaire,
162,Jean-Jacques Rousseau,919,d'Alembert,
162,Jean-Jacques Rousseau,920,Mme d'Epinay,
35,Aristotle,163,Denis Diderot,
133,Baruch Spinoza,163,Denis Diderot,
135,John Locke,163,Denis Diderot,
159,Voltaire,163,Denis Diderot,
947,Miguel de Cervantes,163,Denis Diderot,
948,Laurence Sterne,163,Denis Diderot,
102,Niccolò Machiavelli,163,Denis Diderot,
949,Samuel Richardson,163,Denis Diderot,
138,Isaac Newton,163,Denis Diderot,
415,Lucretius,163,Denis Diderot,
950,Rene Descartes,163,Denis Diderot,
163,Denis Diderot,35,Aristotle,
163,Denis Diderot,133,Baruch Spinoza,
163,Denis Diderot,135,John Locke,
163,Denis Diderot,159,Voltaire,
163,Denis Diderot,947,Miguel de Cervantes,
163,Denis Diderot,948,Laurence Sterne,
163,Denis Diderot,102,Niccolò Machiavelli,
163,Denis Diderot,949,Samuel Richardson,
596,Leibniz,164,Alexander Gottlieb Baumgarten,
956,Wolff,164,Alexander Gottlieb Baumgarten,
164,Alexander Gottlieb Baumgarten,596,Leibniz,
164,Alexander Gottlieb Baumgarten,956,Wolff,
744,Locke,165,Claude Adrien Helvétius,
918,Condillac,165,Claude Adrien Helvétius,
165,Claude Adrien Helvétius,744,Locke,
165,Claude Adrien Helvétius,918,Condillac,
744,Locke,166,Etienne de Condillac,
166,Etienne de Condillac,744,Locke,
963,Bolingbroke,168,Baron d'Holbach,
140,Pierre Bayle,168,Baron d'Holbach,
447,Hobbes,168,Baron d'Holbach,
168,Baron d'Holbach,963,Bolingbroke,
168,Baron d'Holbach,140,Pierre Bayle,
168,Baron d'Holbach,447,Hobbes,
35,Aristotle,169,Adam Smith,
457,Hume,169,Adam Smith,
965,Hutcheson,169,Adam Smith,
806,Mandeville,169,Adam Smith,
966,Quesnay,169,Adam Smith,
693,Rousseau,169,Adam Smith,
744,Locke,169,Adam Smith,
927,Burke,169,Adam Smith,
159,Voltaire,169,Adam Smith,
169,Adam Smith,35,Aristotle,
169,Adam Smith,457,Hume,
169,Adam Smith,965,Hutcheson,
169,Adam Smith,806,Mandeville,
169,Adam Smith,966,Quesnay,
169,Adam Smith,693,Rousseau,
169,Adam Smith,744,Locke,
169,Adam Smith,927,Burke,
169,Adam Smith,159,Voltaire,
956,Wolff,171,Immanuel Kant,
987,Baumgarten,171,Immanuel Kant,
30,Plato,171,Immanuel Kant,
35,Aristotle,171,Immanuel Kant,
988,Empiricus,171,Immanuel Kant,
457,Hume,171,Immanuel Kant,
928,Smith,171,Immanuel Kant,
495,Descartes,171,Immanuel Kant,
409,Spinoza,171,Immanuel Kant,
596,Leibniz,171,Immanuel Kant,
989,Knutzen,171,Immanuel Kant,
744,Locke,171,Immanuel Kant,
693,Rousseau,171,Immanuel Kant,
612,Newton,171,Immanuel Kant,
873,Johannes Nikolaus Tetens,171,Immanuel Kant,
990,Swedenborg,171,Immanuel Kant,
390,Euclid,171,Immanuel Kant,
45,Epicurus,171,Immanuel Kant,
171,Immanuel Kant,956,Wolff,
77,Maimonides,172,Moses Mendelssohn,
991,Lessing,172,Moses Mendelssohn,
992,Fränkel,172,Moses Mendelssohn,
172,Moses Mendelssohn,77,Maimonides,
172,Moses Mendelssohn,991,Lessing,
161,David Hume,174,Edmund Burke,
994,Edward Coke,174,Edmund Burke,
995,Joshua Reynolds,174,Edmund Burke,
996,William Blackstone,174,Edmund Burke,
997,Samuel Johnson,174,Edmund Burke,
174,Edmund Burke,161,David Hume,
174,Edmund Burke,994,Edward Coke,
174,Edmund Burke,995,Joshua Reynolds,
174,Edmund Burke,996,William Blackstone,
174,Edmund Burke,997,Samuel Johnson,
12,Protagoras,177,Jeremy Bentham,
45,Epicurus,177,Jeremy Bentham,
135,John Locke,177,Jeremy Bentham,
161,David Hume,177,Jeremy Bentham,
153,Montesquieu,177,Jeremy Bentham,
961,Helvétius,177,Jeremy Bentham,
447,Hobbes,177,Jeremy Bentham,
960,Beccaria,177,Jeremy Bentham,
169,Adam Smith,177,Jeremy Bentham,
177,Jeremy Bentham,12,Protagoras,
177,Jeremy Bentham,45,Epicurus,
177,Jeremy Bentham,135,John Locke,
177,Jeremy Bentham,161,David Hume,
177,Jeremy Bentham,153,Montesquieu,
177,Jeremy Bentham,961,Helvétius,
177,Jeremy Bentham,447,Hobbes,
177,Jeremy Bentham,960,Beccaria,
160,Thomas Reid,179,Dugald Stewart,
180,William Godwin,160,Thomas Reid,
171,Immanuel Kant,183,Johann Gottlieb Fichte,
1008,Salomon Maimon,183,Johann Gottlieb Fichte,
1009,Karl Leonhard Reinhold,183,Johann Gottlieb Fichte,
1010,Gottlob Ernst Schulze,183,Johann Gottlieb Fichte,
162,Jean-Jacques Rousseau,183,Johann Gottlieb Fichte,
133,Baruch Spinoza,183,Johann Gottlieb Fichte,
1011,Ernst Platner,183,Johann Gottlieb Fichte,
183,Johann Gottlieb Fichte,171,Immanuel Kant,
183,Johann Gottlieb Fichte,1008,Salomon Maimon,
183,Johann Gottlieb Fichte,1009,Karl Leonhard Reinhold,
183,Johann Gottlieb Fichte,1010,Gottlob Ernst Schulze,
183,Johann Gottlieb Fichte,162,Jean-Jacques Rousseau,
183,Johann Gottlieb Fichte,133,Baruch Spinoza,
183,Johann Gottlieb Fichte,1011,Ernst Platner,
185,Jean-Baptiste Lamarck,171,Immanuel Kant,
185,Jean-Baptiste Lamarck,1008,Salomon Maimon,
30,Plato,187,Joseph de Maistre,
528,Plutarch,187,Joseph de Maistre,
146,Giambattista Vico,187,Joseph de Maistre,
35,Aristotle,187,Joseph de Maistre,
82,Thomas Aquinas,187,Joseph de Maistre,
174,Edmund Burke,187,Joseph de Maistre,
1026,Louis de Bonald,187,Joseph de Maistre,
187,Joseph de Maistre,30,Plato,
187,Joseph de Maistre,528,Plutarch,
187,Joseph de Maistre,146,Giambattista Vico,
187,Joseph de Maistre,35,Aristotle,
187,Joseph de Maistre,82,Thomas Aquinas,
187,Joseph de Maistre,174,Edmund Burke,
187,Joseph de Maistre,1026,Louis de Bonald,
111,Francis Bacon,188,Henri de Saint-Simon,
118,René Descartes,188,Henri de Saint-Simon,
135,John Locke,188,Henri de Saint-Simon,
138,Isaac Newton,188,Henri de Saint-Simon,
169,Adam Smith,188,Henri de Saint-Simon,
1033,Augustin Thierry,188,Henri de Saint-Simon,
187,Joseph de Maistre,188,Henri de Saint-Simon,
1034,Charles Dunoyer,188,Henri de Saint-Simon,
1035,Jean-Baptiste Say,188,Henri de Saint-Simon,
1036,Nicolas-Edme Rétif,188,Henri de Saint-Simon,
188,Henri de Saint-Simon,111,Francis Bacon,
188,Henri de Saint-Simon,118,René Descartes,
188,Henri de Saint-Simon,135,John Locke,
188,Henri de Saint-Simon,138,Isaac Newton,
188,Henri de Saint-Simon,169,Adam Smith,
188,Henri de Saint-Simon,1033,Augustin Thierry,
188,Henri de Saint-Simon,187,Joseph de Maistre,
188,Henri de Saint-Simon,1034,Charles Dunoyer,
188,Henri de Saint-Simon,1035,Jean-Baptiste Say,
171,Immanuel Kant,190,Friedrich Schleiermacher,
1042,K. W. F. Schlegel,190,Friedrich Schleiermacher,
1043,J. G. Fichte,190,Friedrich Schleiermacher,
1017,F. W. J. Schelling,190,Friedrich Schleiermacher,
1044,Johann August Ernesti,190,Friedrich Schleiermacher,
1045,Friedrich Ast,190,Friedrich Schleiermacher,
1046,Friedrich August Wolf,190,Friedrich Schleiermacher,
1047,Johann Gottfried Herder,190,Friedrich Schleiermacher,
133,Baruch Spinoza,190,Friedrich Schleiermacher,
30,Plato,190,Friedrich Schleiermacher,
190,Friedrich Schleiermacher,171,Immanuel Kant,
190,Friedrich Schleiermacher,1042,K. W. F. Schlegel,
190,Friedrich Schleiermacher,1043,J. G. Fichte,
190,Friedrich Schleiermacher,1017,F. W. J. Schelling,
190,Friedrich Schleiermacher,1044,Johann August Ernesti,
190,Friedrich Schleiermacher,1045,Friedrich Ast,
190,Friedrich Schleiermacher,1046,Friedrich August Wolf,
190,Friedrich Schleiermacher,1047,Johann Gottfried Herder,
190,Friedrich Schleiermacher,133,Baruch Spinoza,
190,Friedrich Schleiermacher,30,Plato,
35,Aristotle,191,Georg Wilhelm Friedrich Hegel,
7,Heraclitus,191,Georg Wilhelm Friedrich Hegel,
409,Spinoza,191,Georg Wilhelm Friedrich Hegel,
693,Rousseau,191,Georg Wilhelm Friedrich Hegel,
1057,Böhme,191,Georg Wilhelm Friedrich Hegel,
448,Kant,191,Georg Wilhelm Friedrich Hegel,
931,Fichte,191,Georg Wilhelm Friedrich Hegel,
1058,Schelling,191,Georg Wilhelm Friedrich Hegel,
1059,Schiller,191,Georg Wilhelm Friedrich Hegel,
1060,Herder,191,Georg Wilhelm Friedrich Hegel,
1061,Chalybäus,191,Georg Wilhelm Friedrich Hegel,
856,Croce,191,Georg Wilhelm Friedrich Hegel,
935,Derrida,191,Georg Wilhelm Friedrich Hegel,
399,Engels,191,Georg Wilhelm Friedrich Hegel,
1062,Feuerbach,191,Georg Wilhelm Friedrich Hegel,
1063,Fischer,191,Georg Wilhelm Friedrich Hegel,
1064,Fukuyama,191,Georg Wilhelm Friedrich Hegel,
1065,Gentile,191,Georg Wilhelm Friedrich Hegel,
1066,Hyppolite,191,Georg Wilhelm Friedrich Hegel,
1067,Kaufmann,191,Georg Wilhelm Friedrich Hegel,
1068,Kierkegaard,191,Georg Wilhelm Friedrich Hegel,
1069,Kojève,191,Georg Wilhelm Friedrich Hegel,
1070,Küng,191,Georg Wilhelm Friedrich Hegel,
1071,Lukács,191,Georg Wilhelm Friedrich Hegel,
1072,Marcuse,191,Georg Wilhelm Friedrich Hegel,
451,Marx,191,Georg Wilhelm Friedrich Hegel,
1073,Pippin,191,Georg Wilhelm Friedrich Hegel,
1074,Rose,191,Georg Wilhelm Friedrich Hegel,
1075,Rosenkranz,191,Georg Wilhelm Friedrich Hegel,
1076,Russon,191,Georg Wilhelm Friedrich Hegel,
937,Sartre,191,Georg Wilhelm Friedrich Hegel,
1077,Singer,191,Georg Wilhelm Friedrich Hegel,
613,Strauss,191,Georg Wilhelm Friedrich Hegel,
1078,Taylor,191,Georg Wilhelm Friedrich Hegel,
191,Georg Wilhelm Friedrich Hegel,35,Aristotle,
191,Georg Wilhelm Friedrich Hegel,7,Heraclitus,
191,Georg Wilhelm Friedrich Hegel,409,Spinoza,
191,Georg Wilhelm Friedrich Hegel,693,Rousseau,
191,Georg Wilhelm Friedrich Hegel,1057,Böhme,
191,Georg Wilhelm Friedrich Hegel,448,Kant,
191,Georg Wilhelm Friedrich Hegel,931,Fichte,
191,Georg Wilhelm Friedrich Hegel,1058,Schelling,
191,Georg Wilhelm Friedrich Hegel,1059,Schiller,
191,Georg Wilhelm Friedrich Hegel,1060,Herder,
191,Georg Wilhelm Friedrich Hegel,1061,Chalybäus,
191,Georg Wilhelm Friedrich Hegel,856,Croce,
191,Georg Wilhelm Friedrich Hegel,935,Derrida,
191,Georg Wilhelm Friedrich Hegel,399,Engels,
191,Georg Wilhelm Friedrich Hegel,1062,Feuerbach,
191,Georg Wilhelm Friedrich Hegel,1063,Fischer,
191,Georg Wilhelm Friedrich Hegel,1064,Fukuyama,
191,Georg Wilhelm Friedrich Hegel,1065,Gentile,
191,Georg Wilhelm Friedrich Hegel,1066,Hyppolite,
191,Georg Wilhelm Friedrich Hegel,1067,Kaufmann,
191,Georg Wilhelm Friedrich Hegel,1068,Kierkegaard,
191,Georg Wilhelm Friedrich Hegel,1069,Kojève,
191,Georg Wilhelm Friedrich Hegel,1070,Küng,
191,Georg Wilhelm Friedrich Hegel,1071,Lukács,
191,Georg Wilhelm Friedrich Hegel,1072,Marcuse,
191,Georg Wilhelm Friedrich Hegel,451,Marx,
191,Georg Wilhelm Friedrich Hegel,1073,Pippin,
191,Georg Wilhelm Friedrich Hegel,1074,Rose,
191,Georg Wilhelm Friedrich Hegel,1075,Rosenkranz,
191,Georg Wilhelm Friedrich Hegel,1076,Russon,
191,Georg Wilhelm Friedrich Hegel,937,Sartre,
191,Georg Wilhelm Friedrich Hegel,1077,Singer,
157,David Hartley,192,James Mill,
179,Dugald Stewart,192,James Mill,
177,Jeremy Bentham,192,James Mill,
192,James Mill,157,David Hartley,
30,Plato,193,Friedrich Wilhelm Joseph Schelling,
1057,Böhme,193,Friedrich Wilhelm Joseph Schelling,
409,Spinoza,193,Friedrich Wilhelm Joseph Schelling,
596,Leibniz,193,Friedrich Wilhelm Joseph Schelling,
448,Kant,193,Friedrich Wilhelm Joseph Schelling,
1084,Jacobi,193,Friedrich Wilhelm Joseph Schelling,
1060,Herder,193,Friedrich Wilhelm Joseph Schelling,
941,Goethe,193,Friedrich Wilhelm Joseph Schelling,
1085,Hölderlin,193,Friedrich Wilhelm Joseph Schelling,
931,Fichte,193,Friedrich Wilhelm Joseph Schelling,
1086,Kielmeyer,193,Friedrich Wilhelm Joseph Schelling,
193,Friedrich Wilhelm Joseph Schelling,30,Plato,
193,Friedrich Wilhelm Joseph Schelling,1057,Böhme,
193,Friedrich Wilhelm Joseph Schelling,409,Spinoza,
193,Friedrich Wilhelm Joseph Schelling,596,Leibniz,
193,Friedrich Wilhelm Joseph Schelling,448,Kant,
193,Friedrich Wilhelm Joseph Schelling,1084,Jacobi,
193,Friedrich Wilhelm Joseph Schelling,1060,Herder,
193,Friedrich Wilhelm Joseph Schelling,941,Goethe,
193,Friedrich Wilhelm Joseph Schelling,1085,Hölderlin,
193,Friedrich Wilhelm Joseph Schelling,931,Fichte,
193,Friedrich Wilhelm Joseph Schelling,1086,Kielmeyer,
143,Gottfried Wilhelm Leibniz,194,Bernard Bolzano,
171,Immanuel Kant,194,Bernard Bolzano,
194,Bernard Bolzano,143,Gottfried Wilhelm Leibniz,
194,Bernard Bolzano,171,Immanuel Kant,
1111,Buddhism,196,Arthur Schopenhauer,
171,Immanuel Kant,196,Arthur Schopenhauer,
30,Plato,196,Arthur Schopenhauer,
1112,Jakob Boehme,196,Arthur Schopenhauer,
183,Johann Gottlieb Fichte,196,Arthur Schopenhauer,
161,David Hume,196,Arthur Schopenhauer,
1010,Gottlob Ernst Schulze,196,Arthur Schopenhauer,
162,Jean-Jacques Rousseau,196,Arthur Schopenhauer,
151,Christian Wolff,196,Arthur Schopenhauer,
1113,Upanishads,196,Arthur Schopenhauer,
196,Arthur Schopenhauer,1111,Buddhism,
196,Arthur Schopenhauer,171,Immanuel Kant,
196,Arthur Schopenhauer,30,Plato,
196,Arthur Schopenhauer,1112,Jakob Boehme,
196,Arthur Schopenhauer,183,Johann Gottlieb Fichte,
196,Arthur Schopenhauer,161,David Hume,
196,Arthur Schopenhauer,1010,Gottlob Ernst Schulze,
196,Arthur Schopenhauer,162,Jean-Jacques Rousseau,
196,Arthur Schopenhauer,151,Christian Wolff,
196,Arthur Schopenhauer,1113,Upanishads,
177,Jeremy Bentham,197,John Austin Powers,
197,John Austin Powers,177,Jeremy Bentham,
1137,John Gough,198,William Whewell,
1138,John Hudson,198,William Whewell,
198,William Whewell,1137,John Gough,
198,William Whewell,1138,John Hudson,
691,Bacon,199,Auguste Comte,
1140,Bichat,199,Auguste Comte,
802,Condorcet,199,Auguste Comte,
495,Descartes,199,Auguste Comte,
980,Saint-Simon,199,Auguste Comte,
163,Denis Diderot,199,Auguste Comte,
199,Auguste Comte,691,Bacon,
199,Auguste Comte,1140,Bichat,
199,Auguste Comte,802,Condorcet,
199,Auguste Comte,495,Descartes,
199,Auguste Comte,980,Saint-Simon,
199,Auguste Comte,163,Denis Diderot,
1146,Emanuel Swedenborg,200,Ralph Waldo Emerson,
1147,Thomas Carlyle,200,Ralph Waldo Emerson,
1148,Samuel Taylor Coleridge,200,Ralph Waldo Emerson,
176,Thomas Jefferson,200,Ralph Waldo Emerson,
1098,Victor Cousin,200,Ralph Waldo Emerson,
200,Ralph Waldo Emerson,1146,Emanuel Swedenborg,
200,Ralph Waldo Emerson,1147,Thomas Carlyle,
200,Ralph Waldo Emerson,1148,Samuel Taylor Coleridge,
200,Ralph Waldo Emerson,176,Thomas Jefferson,
200,Ralph Waldo Emerson,1098,Victor Cousin,
398,Hegel,201,Ludwig Feuerbach,
1152,Karl Daub,201,Ludwig Feuerbach,
190,Friedrich Schleiermacher,201,Ludwig Feuerbach,
1153,Friedrich Heinrich Jacobi,201,Ludwig Feuerbach,
201,Ludwig Feuerbach,398,Hegel,
